person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y
-1.0753363071601945,-1.8070525500831123,0.07466738126294886,-1.3811358375546137,0.03855384126877684,0,-0.6922628720254237,-0.9302453339965482,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.42354999462650583,-1.8070525500831123,-0.9358718752427947,-0.6374223662065532,0.6028581065672681,1,3.718716249857353,-0.6807899657614185,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-0.7494431508933501,0.22892293175481376,-0.177967432863487,4.238032612630732,1.3726604569166563,1,3.343313771399245,-0.9302453339965482,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
-0.586496572759928,-0.17535842510387994,0.8325718236422566,4.238032612630732,1.0595205177914813,1,3.5310150106282996,-0.43133459752628867,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
-1.0753363071601945,-1.7961260269247692,-0.6832370611163588,-1.1332313471052602,-1.2661959050861178,1,0.715496422192484,-0.9302453339965482,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.2606034164930837,0.6514151605440792,0.8325718236422566,4.238032612630732,0.4560737601023428,1,2.592508814483028,-0.6807899657614185,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
-0.586496572759928,0.7190139171503618,0.07466738126294886,4.238032612630732,0.028768218171114763,1,2.4986581948685007,-0.43133459752628867,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
-0.586496572759928,0.8663034493248264,0.8325718236422566,4.238032612630732,-0.6921060166899641,1,2.310956955639446,-0.9302453339965482,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.0753363071601945,-1.7924838525386548,0.32730219538938476,-1.2819740413748724,1.2128286129881816,1,-0.1291591543382606,-0.6807899657614185,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
-0.9123897290267723,0.9391469370471135,0.32730219538938476,4.238032612630732,-0.21261048490454074,1,2.217106336024919,-0.43133459752628867,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
-1.0753363071601945,-1.7924838525386548,-0.6832370611163588,-0.8026920265061223,-0.7801766245689192,1,2.592508814483028,-0.9302453339965482,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.7494431508933501,1.3033643756585493,-0.6832370611163588,4.238032612630732,-1.0182934532786876,1,1.84170385756681,-0.9302453339965482,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-0.2606034164930837,1.7826745248711988,-0.177967432863487,4.238032612630732,2.4034127565370227,1,1.3724507594941744,-0.43133459752628867,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
-0.7494431508933501,2.031799252881421,-0.6832370611163588,4.238032612630732,-1.0182934532786876,0,1.1847495202651197,-0.43133459752628867,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
-0.7494431508933501,2.2139079721871386,-1.1885066893692307,4.238032612630732,-1.0182934532786876,0,1.0908989006505925,-0.43133459752628867,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
-0.7494431508933501,1.1981419576437056,0.5799370095158206,4.238032612630732,3.0101213885920486,1,1.3724507594941744,-0.43133459752628867,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
-0.7494431508933501,1.9589557651591336,0.8325718236422566,4.238032612630732,2.3577465154146013,1,1.2786001398796472,-0.43133459752628867,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
-0.586496572759928,-1.76334645744974,0.8325718236422566,-1.257183592329937,-0.01037427421953181,1,-0.1291591543382606,-0.9302453339965482,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.42354999462650583,2.833077617826579,1.0852066377686924,4.204978680570818,1.8749891092632902,0,0.715496422192484,-0.9302453339965482,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
-0.9123897290267723,0.21071205982424196,-0.177967432863487,4.072762952331163,2.139200932900156,1,3.2494631517847177,-0.43133459752628867,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
-0.586496572759928,-1.756790543554734,-1.1885066893692307,-1.298501007404829,-1.217267789597809,0,-0.3168603935673149,-0.6807899657614185,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.9123897290267723,0.7570382177413957,-0.4306022469899229,4.064499469316185,1.1475911256704365,1,2.310956955639446,-0.43133459752628867,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
-0.586496572759928,0.31072616846694223,0.8325718236422566,3.907493292031594,0.5408824936154109,1,2.9679112929411358,-0.6807899657614185,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
-1.0753363071601945,-1.7560621086775112,-0.4306022469899229,-0.7902968019836546,2.1913909227543518,1,2.310956955639446,-0.6807899657614185,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
